id_x,id_y,joinKey1,joinKey2
b00002s6sc,http://www.google.com/base/feeds/snippets/10073523251870401694,"['punch', '5', 'in', '1', 'home', 'design', 'punch', 'software']","['global', 'software', 'a1826m2w', 'dk', 'amazing', 'animals', '1', '1', 'win', '95', '98', '2000', 'xp', 'vista']"
b000saufpw,http://www.google.com/base/feeds/snippets/5572182459728876600,"['dk', 'amazing', 'animals', '1', '1', 'global', 'software', 'publishing']","['bias', 'deck', '3', '5', 'le', 'digital', 'audio', 'recording', 'software', 'music', 'production', 'software']"
b000saufpw,http://www.google.com/base/feeds/snippets/17615743519264436737,"['dk', 'amazing', 'animals', '1', '1', 'global', 'software', 'publishing']","['onone', 'software', 'essentials', 'for', 'adobe', 'photoshop', 'elements', 'version', '2', 'full']"
b000saufpw,http://www.google.com/base/feeds/snippets/10202903815808902868,"['dk', 'amazing', 'animals', '1', '1', 'global', 'software', 'publishing']","['palmspring', 'software', '523', 'oxford', 'american', 'desk', 'dictionary', 'palmspring', 'software']"
b000saufpw,http://www.google.com/base/feeds/snippets/6070036801370348429,"['dk', 'amazing', 'animals', '1', '1', 'global', 'software', 'publishing']","['power', 'production', 'power', 'production', 'storyboard', 'artist', 'software', 'animation', 'software']"
b000v7vz1u,http://www.google.com/base/feeds/snippets/11023384475486845617,"['onone', 'essentials', 'for', 'adobe', 'photoshop', 'elements', 'version', '2', 'full', 'onone', 'software']","['punch', 'software', '20100', 'punch', '5', 'in', '1', 'home', 'design', 'punch', 'software']"
b000v7vz1u,http://www.google.com/base/feeds/snippets/7249154325906371083,"['onone', 'essentials', 'for', 'adobe', 'photoshop', 'elements', 'version', '2', 'full', 'onone', 'software']","['onone', 'software', 'ice', '10770', 'intellihance', 'pro', '4', '1', 'mac', 'win', 'buy', 'now', 'and', 'get', 'free', 'cs3', 'compatibility', 'upgrades', 'onone', 'software']"
b000v7vz1u,http://www.google.com/base/feeds/snippets/5572182459728876600,"['onone', 'essentials', 'for', 'adobe', 'photoshop', 'elements', 'version', '2', 'full', 'onone', 'software']","['bias', 'deck', '3', '5', 'le', 'digital', 'audio', 'recording', 'software', 'music', 'production', 'software']"
b000v7vz1u,http://www.google.com/base/feeds/snippets/10202903815808902868,"['onone', 'essentials', 'for', 'adobe', 'photoshop', 'elements', 'version', '2', 'full', 'onone', 'software']","['palmspring', 'software', '523', 'oxford', 'american', 'desk', 'dictionary', 'palmspring', 'software']"
b000v7vz1u,http://www.google.com/base/feeds/snippets/6070036801370348429,"['onone', 'essentials', 'for', 'adobe', 'photoshop', 'elements', 'version', '2', 'full', 'onone', 'software']","['power', 'production', 'power', 'production', 'storyboard', 'artist', 'software', 'animation', 'software']"
b000v7vz1u,http://www.google.com/base/feeds/snippets/10073523251870401694,"['onone', 'essentials', 'for', 'adobe', 'photoshop', 'elements', 'version', '2', 'full', 'onone', 'software']","['global', 'software', 'a1826m2w', 'dk', 'amazing', 'animals', '1', '1', 'win', '95', '98', '2000', 'xp', 'vista']"
b00002s6sc,http://www.google.com/base/feeds/snippets/17615743519264436737,"['punch', '5', 'in', '1', 'home', 'design', 'punch', 'software']","['onone', 'software', 'essentials', 'for', 'adobe', 'photoshop', 'elements', 'version', '2', 'full']"
b00002s6sc,http://www.google.com/base/feeds/snippets/10202903815808902868,"['punch', '5', 'in', '1', 'home', 'design', 'punch', 'software']","['palmspring', 'software', '523', 'oxford', 'american', 'desk', 'dictionary', 'palmspring', 'software']"
b00002s6sc,http://www.google.com/base/feeds/snippets/6070036801370348429,"['punch', '5', 'in', '1', 'home', 'design', 'punch', 'software']","['power', 'production', 'power', 'production', 'storyboard', 'artist', 'software', 'animation', 'software']"
b000gaqlxe,http://www.google.com/base/feeds/snippets/11023384475486845617,"['aquazone', 'bass', 'edition', 'smith', 'micro', 'software']","['punch', 'software', '20100', 'punch', '5', 'in', '1', 'home', 'design', 'punch', 'software']"
b000gaqlxe,http://www.google.com/base/feeds/snippets/7249154325906371083,"['aquazone', 'bass', 'edition', 'smith', 'micro', 'software']","['onone', 'software', 'ice', '10770', 'intellihance', 'pro', '4', '1', 'mac', 'win', 'buy', 'now', 'and', 'get', 'free', 'cs3', 'compatibility', 'upgrades', 'onone', 'software']"
b000gaqlxe,http://www.google.com/base/feeds/snippets/5572182459728876600,"['aquazone', 'bass', 'edition', 'smith', 'micro', 'software']","['bias', 'deck', '3', '5', 'le', 'digital', 'audio', 'recording', 'software', 'music', 'production', 'software']"
b000gaqlxe,http://www.google.com/base/feeds/snippets/17615743519264436737,"['aquazone', 'bass', 'edition', 'smith', 'micro', 'software']","['onone', 'software', 'essentials', 'for', 'adobe', 'photoshop', 'elements', 'version', '2', 'full']"
b000gaqlxe,http://www.google.com/base/feeds/snippets/10202903815808902868,"['aquazone', 'bass', 'edition', 'smith', 'micro', 'software']","['palmspring', 'software', '523', 'oxford', 'american', 'desk', 'dictionary', 'palmspring', 'software']"
b000gaqlxe,http://www.google.com/base/feeds/snippets/6070036801370348429,"['aquazone', 'bass', 'edition', 'smith', 'micro', 'software']","['power', 'production', 'power', 'production', 'storyboard', 'artist', 'software', 'animation', 'software']"
b000gaqlxe,http://www.google.com/base/feeds/snippets/10073523251870401694,"['aquazone', 'bass', 'edition', 'smith', 'micro', 'software']","['global', 'software', 'a1826m2w', 'dk', 'amazing', 'animals', '1', '1', 'win', '95', '98', '2000', 'xp', 'vista']"
b000in8n30,http://www.google.com/base/feeds/snippets/11023384475486845617,"['hijack2', 'navarre', 'software', '']","['punch', 'software', '20100', 'punch', '5', 'in', '1', 'home', 'design', 'punch', 'software']"
b000in8n30,http://www.google.com/base/feeds/snippets/7249154325906371083,"['hijack2', 'navarre', 'software', '']","['onone', 'software', 'ice', '10770', 'intellihance', 'pro', '4', '1', 'mac', 'win', 'buy', 'now', 'and', 'get', 'free', 'cs3', 'compatibility', 'upgrades', 'onone', 'software']"
b000in8n30,http://www.google.com/base/feeds/snippets/5572182459728876600,"['hijack2', 'navarre', 'software', '']","['bias', 'deck', '3', '5', 'le', 'digital', 'audio', 'recording', 'software', 'music', 'production', 'software']"
b000in8n30,http://www.google.com/base/feeds/snippets/17615743519264436737,"['hijack2', 'navarre', 'software', '']","['onone', 'software', 'essentials', 'for', 'adobe', 'photoshop', 'elements', 'version', '2', 'full']"
b000in8n30,http://www.google.com/base/feeds/snippets/10202903815808902868,"['hijack2', 'navarre', 'software', '']","['palmspring', 'software', '523', 'oxford', 'american', 'desk', 'dictionary', 'palmspring', 'software']"
b000in8n30,http://www.google.com/base/feeds/snippets/6070036801370348429,"['hijack2', 'navarre', 'software', '']","['power', 'production', 'power', 'production', 'storyboard', 'artist', 'software', 'animation', 'software']"
b000in8n30,http://www.google.com/base/feeds/snippets/10073523251870401694,"['hijack2', 'navarre', 'software', '']","['global', 'software', 'a1826m2w', 'dk', 'amazing', 'animals', '1', '1', 'win', '95', '98', '2000', 'xp', 'vista']"
b000v7vz1u,http://www.google.com/base/feeds/snippets/18356272944058818376,"['onone', 'essentials', 'for', 'adobe', 'photoshop', 'elements', 'version', '2', 'full', 'onone', 'software']","['red', 'mile', 'entertainment', '124', 'aircraft', 'power', 'pack', 'for', 'ms', 'flight', 'simulator', 'win', '98', 'me', 'nt', '2000', 'xp']"
b000v7vz1u,http://www.google.com/base/feeds/snippets/16934204320953872944,"['onone', 'essentials', 'for', 'adobe', 'photoshop', 'elements', 'version', '2', 'full', 'onone', 'software']","['adobe', 'indesign', 'cs3', 'for', 'mac', 'upgrade', 'from', 'pagemaker']"
b000jx1kma,http://www.google.com/base/feeds/snippets/18356272944058818376,"['aircraft', 'power', 'pack', 'for', 'ms', 'flight', 'simulator', 'red', 'mile']","['red', 'mile', 'entertainment', '124', 'aircraft', 'power', 'pack', 'for', 'ms', 'flight', 'simulator', 'win', '98', 'me', 'nt', '2000', 'xp']"
b000jx1kma,http://www.google.com/base/feeds/snippets/17615743519264436737,"['aircraft', 'power', 'pack', 'for', 'ms', 'flight', 'simulator', 'red', 'mile']","['onone', 'software', 'essentials', 'for', 'adobe', 'photoshop', 'elements', 'version', '2', 'full']"
b000jx1kma,http://www.google.com/base/feeds/snippets/16934204320953872944,"['aircraft', 'power', 'pack', 'for', 'ms', 'flight', 'simulator', 'red', 'mile']","['adobe', 'indesign', 'cs3', 'for', 'mac', 'upgrade', 'from', 'pagemaker']"
b000v7vz1u,http://www.google.com/base/feeds/snippets/1227473479709404023,"['onone', 'essentials', 'for', 'adobe', 'photoshop', 'elements', 'version', '2', 'full', 'onone', 'software']","['adobe', 'cs3', 'web', 'standard']"
b000ndibbo,http://www.google.com/base/feeds/snippets/1227473479709404023,"['adobe', 'indesign', 'cs3', 'upgrade', 'from', 'pagemaker', 'mac', 'adobe']","['adobe', 'cs3', 'web', 'standard']"
b000ndibbo,http://www.google.com/base/feeds/snippets/17615743519264436737,"['adobe', 'indesign', 'cs3', 'upgrade', 'from', 'pagemaker', 'mac', 'adobe']","['onone', 'software', 'essentials', 'for', 'adobe', 'photoshop', 'elements', 'version', '2', 'full']"
b000ndibge,http://www.google.com/base/feeds/snippets/1227473479709404023,"['adobe', 'creative', 'suite', 'cs3', 'web', 'standard', 'mac', 'adobe']","['adobe', 'cs3', 'web', 'standard']"
b000ndibge,http://www.google.com/base/feeds/snippets/17615743519264436737,"['adobe', 'creative', 'suite', 'cs3', 'web', 'standard', 'mac', 'adobe']","['onone', 'software', 'essentials', 'for', 'adobe', 'photoshop', 'elements', 'version', '2', 'full']"
b00006hvvo,http://www.google.com/base/feeds/snippets/3409784122469217433,"['upg', 'sgms', '1000', 'incremental', 'node', 'sonic', 'systems', 'inc', '']","['sonicwall', 'gms', '1000n', 'incremental', 'lic', 'upg']"
b0000vyk1o,http://www.google.com/base/feeds/snippets/18356272944058818376,"['power', 'director', '3', 'avanquest', 'publishing', 'usa', 'inc', '']","['red', 'mile', 'entertainment', '124', 'aircraft', 'power', 'pack', 'for', 'ms', 'flight', 'simulator', 'win', '98', 'me', 'nt', '2000', 'xp']"
b0000vyk1o,http://www.google.com/base/feeds/snippets/6070036801370348429,"['power', 'director', '3', 'avanquest', 'publishing', 'usa', 'inc', '']","['power', 'production', 'power', 'production', 'storyboard', 'artist', 'software', 'animation', 'software']"
b000jx1kma,http://www.google.com/base/feeds/snippets/17409160117322953940,"['aircraft', 'power', 'pack', 'for', 'ms', 'flight', 'simulator', 'red', 'mile']","['cyberlink', 'power', 'director', '3']"
b000jx1kma,http://www.google.com/base/feeds/snippets/6070036801370348429,"['aircraft', 'power', 'pack', 'for', 'ms', 'flight', 'simulator', 'red', 'mile']","['power', 'production', 'power', 'production', 'storyboard', 'artist', 'software', 'animation', 'software']"
b000licg1m,http://www.google.com/base/feeds/snippets/18356272944058818376,"['power', 'production', 'storyboard', 'artist', '4', 'power', 'production']","['red', 'mile', 'entertainment', '124', 'aircraft', 'power', 'pack', 'for', 'ms', 'flight', 'simulator', 'win', '98', 'me', 'nt', '2000', 'xp']"
b000licg1m,http://www.google.com/base/feeds/snippets/17409160117322953940,"['power', 'production', 'storyboard', 'artist', '4', 'power', 'production']","['cyberlink', 'power', 'director', '3']"
b000licg1m,http://www.google.com/base/feeds/snippets/6070036801370348429,"['power', 'production', 'storyboard', 'artist', '4', 'power', 'production']","['power', 'production', 'power', 'production', 'storyboard', 'artist', 'software', 'animation', 'software']"
b000licg1m,http://www.google.com/base/feeds/snippets/5572182459728876600,"['power', 'production', 'storyboard', 'artist', '4', 'power', 'production']","['bias', 'deck', '3', '5', 'le', 'digital', 'audio', 'recording', 'software', 'music', 'production', 'software']"
b000gaqlxe,http://www.google.com/base/feeds/snippets/14792132642669527606,"['aquazone', 'bass', 'edition', 'smith', 'micro', 'software']","['allume', 'aquazone', 'bass', 'edition']"
b00013wh0w,http://www.google.com/base/feeds/snippets/10202903815808902868,"['handmark', 'oxford', 'american', 'desk', 'dictionary', 'and', 'thesaurus', 'handmark', 'inc', '']","['palmspring', 'software', '523', 'oxford', 'american', 'desk', 'dictionary', 'palmspring', 'software']"
b00013wh0w,http://www.google.com/base/feeds/snippets/7249154325906371083,"['handmark', 'oxford', 'american', 'desk', 'dictionary', 'and', 'thesaurus', 'handmark', 'inc', '']","['onone', 'software', 'ice', '10770', 'intellihance', 'pro', '4', '1', 'mac', 'win', 'buy', 'now', 'and', 'get', 'free', 'cs3', 'compatibility', 'upgrades', 'onone', 'software']"
b00013wh0w,http://www.google.com/base/feeds/snippets/4377533611520192512,"['handmark', 'oxford', 'american', 'desk', 'dictionary', 'and', 'thesaurus', 'handmark', 'inc', '']","['hijack2', 'identity', 'and', 'data', 'security', 'suite']"
b000ndibge,http://www.google.com/base/feeds/snippets/4377533611520192512,"['adobe', 'creative', 'suite', 'cs3', 'web', 'standard', 'mac', 'adobe']","['hijack2', 'identity', 'and', 'data', 'security', 'suite']"
b000in8n30,http://www.google.com/base/feeds/snippets/4377533611520192512,"['hijack2', 'navarre', 'software', '']","['hijack2', 'identity', 'and', 'data', 'security', 'suite']"
